movielens_id,movie_name,movie_tropes,movie_year,movie_genres,dbtropes_id,dbtropes_url
515, Das Boot,"['BeardOfSorrow', 'BeardOfSorrow', 'CompositeCharacter', 'ComfortingComforter', 'AllGermansAreNazis', 'AllGermansAreNazis', 'HistoricalBadassUpgrade', 'PropRecycling', 'GlamorousWartimeSinger', 'BreakthroughHit', 'FieryRedHead', 'RedemptionInTheRain', 'DownerEnding', 'ArtisticLicenseMilitary', 'TheStoic', 'RecklessGunUsage', 'SilentRunningMode', 'TorosYFlamenco', 'TheHunterBecomesTheHunted', 'HeroWorshipper', 'WorthyOpponent', 'WarIsHell', 'ReadingsAreOffTheScale', 'SeadogBeard', 'ShownTheirWork', 'ShownTheirWork', 'PlotArmor', 'FanDisservice', 'FromBadToWorse', 'FromBadToWorse', 'HellIsThatNoise', 'AFatherToHisMen', 'BadassBoast', 'DarkAndTroubledPast', 'EveryoneCallsHimBarkeep', 'AllForNothing', 'DiabolusExMachina', 'HopeSpot', 'DeathFromAbove', 'SteadiCam', 'WeHaveReserves', 'BloodFromTheMouth', 'AnachronismStew', 'ManOnFire', 'TheForeignSubtitle', 'DiveDiveDive', 'ThoseWackyNazis', 'ScrewySquirrel', 'ArtisticLicenseHistory', 'EarWorm', 'SealedOrders', 'GermanicEfficiency', 'GratuitousFrench', 'NaiveNewcomer', 'KillEmAll', 'Recut', 'RedAlert', 'WhatHappenedToTheMouse', 'ArtisticLicenseShips', 'SensorSuspense', 'VomitIndiscretionShot', 'HeroicBSOD', 'MyCountryRightOrWrong', 'MrExposition', 'TheDreaded', 'NotQuiteSavedEnough', 'EpicTrackingShot', 'StockSoundEffects', 'NaziProtagonist', 'AirstrikeImpossible', 'DoNotDoThisCoolThing', 'CountingBullets', 'BaitAndSwitch', 'DuringTheWar', 'GoingDownWithTheShip', 'LawfulNeutral', 'SuicideMission', 'AlmostOutOfOxygen', 'AnyoneCanDie', 'DrowningMySorrows', 'ChromosomeCasting', 'IfWeGetThroughThis', 'ScrewTheWarWerePartying', 'ScrewTheWarWerePartying', 'ShellShockedVeteran', 'DrowningPit', 'PuttingOnTheReich', 'HeroOfAnotherStory', 'AuthorAvatar', 'CheeseEatingSurrenderMonkeys', 'BinocularShot', 'ActuallyThatsMyAssistant', 'UntranslatedTitle', 'TheCaptain', 'TagalongReporter', 'BoringReturnJourney', 'GloryDays', 'JustifiedTrope', 'TheWatson', 'TheGreatRepair', 'FatalFamilyPhoto', 'FatalFamilyPhoto', 'GratuitousGerman', 'EpicMovie', 'Determinator', 'SignatureLine', 'SlidingScaleOfGenderInequality', 'SubStory', 'WeJustNeedToWaitForRescue']",1981,"['Action', 'Drama', 'War']",DasBoot,http://dbtropes.org/resource/Film/DasBoot
1035,Cool Runnings,"['BaldOfAwesome', 'FailureMontage', 'FailureMontage', 'TechnicianVersusPerformer', 'RunningGag', 'RunningGag', 'MyGrandmaCanDoBetterThanYou', 'StockFootage', 'TheHero', 'RevengeByProxy', 'BringMyBrownPants', 'HeroicBSOD', 'KeepItForeign', 'WellDoneSonGuy', 'SaveOurTeam', 'TheAllegedCar', 'TheAllegedCar', 'CompletelyDifferentTitle', 'BarBrawl', 'DownToTheLastPlay', 'JerkWithAHeartOfGold', 'NationalStereotypes', 'OpposingSportsTeam', 'BadassBoast', 'NamedAfterSomebodyFamous', 'UpToEleven', 'DreadlockRasta', 'SlowClap', 'TeachHimAnger', 'TheSmartGuy', 'IncessantMusicMadness', 'RousingSpeech', 'CrazyEnoughToWork', 'VeryLooselyBasedOnATrueStory', 'ShoutOut', 'PolarBearsAndPenguins', 'CharacterDevelopment', 'CharacterDevelopment', 'CharacterDevelopment', 'CharacterDevelopment', 'CharacterDevelopment', 'StreetMusician', 'FishOutOfWater', 'Catchphrase', 'StealthHiBye', 'WelcomeToTheCaribbeanMon', 'IWasQuiteALooker', 'BittersweetEnding', 'MovingTheGoalPosts', 'TrickDialogue', 'DidYouDie', 'TheLancer', 'ScaryBlackMan', 'TruthInTelevision', 'TheBigGuy', 'TookALevelInKindness', 'HatesBeingTouched', 'TitleDrop', 'CerebusCallBack', 'NoOSHACompliance', 'PatrioticFervor', 'SureLetsGoWithThat', 'WorthyOpponent', 'FiveManBand', 'FiveManBand', 'FiveManBand', 'FiveManBand', 'FiveManBand', 'GermanicEfficiency', 'ArsonMurderAndJaywalking', 'TheAtoner', 'TravellingSalesmanMontage', 'DoesThisRemindYouOfAnything', 'ArcWords', 'UnderCrank', 'TrainingMontage', 'ExposedToTheElements', 'TheAce', 'FreakierThanFiction', 'UnderdogsNeverLose', 'TheForeignSubtitle']",1993,['Comedy'],CoolRunnings,http://dbtropes.org/resource/Film/CoolRunnings
1618,King of New York,"['IControlMyMinionsThrough', 'Jerkass', 'SawedOffShotgun', 'SaltAndPepper', 'AllGirlsWantBadBoys', 'BadCopIncompetentCop', 'WhatTheHellHero', 'IDidWhatIHadToDo', 'VillainWithGoodPublicity', 'BoxOfficeBomb', 'DamnItFeelsGoodToBeAGangster', 'BodyguardBabes', 'AsHimself', 'BodyguardCrush', 'FingertipDrugAnalysis', 'JumpingOffTheSlipperySlope', 'LeanAndMean', 'MurderIsTheBestSolution', 'CycleOfRevenge', 'ConspicuousConsumption', 'MobWar', 'GoodIsNotNice', 'GreyAndGrayMorality', 'VillainyDiscretionShot', 'ArbitrarilyLargeBankAccount', 'BadassBookworm', 'BoomHEADSHOT', 'DownerEnding', 'ItsAllAboutMe', 'WorldOfHam', 'TitleDrop', 'NeighbourhoodFriendlyGangsters', 'PetTheDog', 'GunsAkimbo', 'PoliticallyIncorrectVillain', 'DeadGuyOnDisplay', 'PoliceBrutality', 'AmoralAttorney', 'BulletsDoNotWorkThatWay', 'DisconnectedByDeath', 'BriefcaseFullOfMoney', 'OffOnATechnicality', 'EqualOpportunityEvil', 'PragmaticVillainy', 'HookersAndBlow', 'EvilIsHammy', 'BulletProofVest', 'ClusterFBomb', 'WickedCultured', 'PreMortemOneLiner', 'EvenEvilHasStandards', 'BlackAndGrayMorality', 'TheDon', 'BetterLivingThroughEvil', 'BullyingADragon', 'WhiteShirtOfDeath', 'ThereIsNoKillLikeOverkill', 'CrapsackWorld', 'RoaringRampageOfRevenge', 'GigglingVillain']",1990,"['Action', 'Crime']",KingOfNewYork,http://dbtropes.org/resource/Film/KingOfNewYork
858,Amityville: Dollhouse,"['HorrorFilms', 'RodentsOfUnusualSize', 'FilmsOfThe1990s']",1996,['Horror'],AmityvilleDollhouse,http://dbtropes.org/resource/Film/AmityvilleDollhouse
614,Giant,"['BadassGrandpa', 'Socialite', 'LoveAtFirstSight', 'AllGirlsWantBadBoys', 'DirtyOldMan', 'Fainting', 'StalkerWithACrush', 'ItsAllMyFault', 'NobleBigot', 'ConspicuousConsumption', 'StayInTheKitchen', 'AwesomeMcCoolName', 'AFIS100Years100Movies10THAnniversaryEdition', 'SceneryPorn', 'CoolHorse', 'ShootTheDog', 'BookshelfDominoes', 'CoolOldGuy', 'PrettyInMink', 'SleepingSingle', 'DeadGuyJunior', 'CaliforniaDoubling', 'EpicMovie', 'ScrewTheMoneyIHaveRules', 'PimpedOutDress', 'Foreshadowing', 'TeamDad', 'OneWordTitle', 'DinerBrawl', 'NiceToTheWaiter', 'EverythingIsBigInTexas', 'TeamMom', 'BigFancyHouse', 'KickTheDog', 'MayDecemberRomance']",1956,['Drama'],Giant,http://dbtropes.org/resource/Film/Giant
655,Stand by Me,"['NostalgiaFilter', 'DeadpanSnarker', 'OnlySaneMan', 'OneDimensionalThinking', 'WellDoneSonGuy', 'CloudCuckooLander', 'DiesWideOpen', 'BigWordShout', 'SteamNeverDies', 'ChekhovsGun', 'ParentalAbandonment', 'ParentalAbandonment', 'YourMom', 'TooDumbToLive', 'TooDumbToLive', 'TooDumbToLive', 'BoringReturnJourney', 'IndyEscape', 'FramingDevice', 'KarmaHoudini', 'WeWillMeetAgain', 'SeinfeldianConversation', 'IShouldWriteABookAboutThis', 'SignatureSong', 'BigBrotherInstinct', 'VomitIndiscretionShot', 'ShellShockedVeteran', 'ILLKILLYOU', 'ThrewMyBikeOnTheRoof', 'TheStoryteller', 'DerailedForDetails', 'NightmareSequence', 'SadistTeacher', 'WorstAid', 'TheSmartGuy', 'EverybodySmokes', 'BerserkButton', 'GirlyRun', 'AllOfTheOtherReindeer', 'CurbStompBattle', 'AngryGuardDog', 'GoodSmokingEvilSmoking', 'SparedByTheAdaptation', 'FormerlyFat', 'ButtMonkey', 'Jerkass', 'ParentalFavoritism', 'WhereAreTheyNowEpilogue', 'WhereAreTheyNowEpilogue', 'WhereAreTheyNowEpilogue', 'SkinnyDipping', 'YouKnowImBlackRight', 'TheDreaded', 'PinkySwear', 'ShoutOut', 'DysfunctionJunction', 'InstantLeechJustFallInWater', 'ParodyEpisode', 'FandomSpecificPlot', 'TitledAfterTheSong', 'RailroadTracksOfDoom', 'OhCrap', 'TeamDad', 'YouShouldHaveDiedInstead', 'YouMightRememberMeFrom', 'NostalgicNarrator', 'MetaCasting', 'LovableJock', 'DaylightHorror', 'FurryConfusion', 'GroinAttack', 'PrecisionFStrike', 'RealSongThemeTune', 'WhatTheHellHero', 'BattleInTheRain', 'NoodleIncident', 'AbusiveParents', 'BigBrotherMentor', 'JerkWithAHeartOfGold', 'RawEggsMakeYouStronger', 'GangOfBullies', 'DramaticGunCock', 'MostWritersAreWriters', 'RevivalByCommercialization', 'TreehouseOfFun', 'Expy', 'RoadMovie', 'SurvivorGuilt', 'SpaceWhaleAesop', 'PoliticallyIncorrectVillain', 'TheLoad', 'IsThatWhatTheyreCallingItNow', 'SailorEarth', 'SensitiveGuyAndManlyMan', 'TotallyRadical', 'TrueCompanions', 'CallForward', 'ThatNostalgiaShow', 'FreeRangeChildren', 'VomitChainReaction', 'ItWillNeverCatchOn', 'TheFifties']",1986,"['Adventure', 'Comedy', 'Drama']",StandByMe,http://dbtropes.org/resource/Film/StandByMe
751,Tomorrow Never Dies,"['ArtisticLicenseNuclearPhysics', 'WarForFunAndProfit', 'FalseFlagOperation', 'PricelessMingVase', 'BrickJoke', 'WhenHarryMetSvetlana', 'HelicopterBlender', 'BulletsDoNotWorkThatWay', 'JustBetweenYouAndMe', 'ChekhovsGun', 'DragonTheirFeet', 'PunchPunchPunchUhOh', 'ArtisticLicenseMilitary', 'GovernmentAgencyOfFiction', 'StrawmanNewsMedia', 'GunsAkimbo', 'OvertOperative', 'ProfessionalKiller', 'SinkTheLifeBoats', 'DeadStarWalking', 'BottomlessMagazines', 'MsFanservice', 'FunWithHomophones', 'WeaponRunningTime', 'NoOSHACompliance', 'FakingTheDead', 'ClickHello', 'HollywoodSilencer', 'SuperMultiPurposeRoom', 'AnonymousRinger', 'AnonymousRinger', 'AnonymousRinger', 'AnonymousRinger', 'DeniedParody', 'ExamplesUsingChessMetaphors', 'CoolBoat', 'MilkmanConspiracy', 'TheCracker', 'CarMeetsHouse', 'SignatureSong', 'TitleThemeTune', 'DavidArnold', 'FleetingDemographicRule', 'JustPlaneWrong', 'InMemoriam', 'Expy', 'IfItBleedsItLeads', 'CardCarryingVillain', 'DontAsk', 'PreventTheWar', 'MinorMajorCharacter', 'MinorCrimeRevealsMajorPlot', 'Fiction500', 'FunnyBackgroundEvent', 'FunnyBackgroundEvent', 'IncrediblyLongNote', 'LargeHam', 'NoBadassToHisValet', 'YoureInsane', 'WorstAid', 'OldMediaAreEvil', 'NewEraSpeech', 'HurricaneOfPuns', 'ColonelBadAss', 'ThemeTuneCameo', 'LeaveNoSurvivors', 'CavalryBetrayal', 'ToThePain', 'EvilIsPetty', 'DeathBySex', 'EvilGenius', 'MegaCorp', 'NotSoCrazyAnymore', 'CoolCar', 'CaliforniaDoubling', 'ActionGirl', 'BeatStillMyHeart', 'EjectionSeat', 'HeroInsurance', 'SicEm', 'BondOneLiner', 'BondOneLiner', 'WhatTheFuAreYouDoing', 'YouHaveOutlivedYourUsefulness', 'GermanicEfficiency', 'WithFriendsLikeThese', 'ShirtlessScene', 'WorkingTheSameCase', 'IdiotBall', 'TortureTechnician', 'LampshadeHanging', 'MythologyGag', 'AsYouKnow', 'WhatAnIdiot', 'HitlerCam', 'DeathDealer', 'HollywoodSkydiving', 'DiabolicalMastermind', 'YouHave48Hours', 'BlackHelicopter', 'HandyRemoteControl', 'DressHitsFloor', 'FakeNationality', 'NeverSuicide', 'AcceptablePoliticalTargets', 'UnflinchingFaithInTheBrakes', 'RedChina', 'UnderwaterKiss', 'AntagonistTitle', 'TheDragon', 'HeyYouHaymaker', 'DistaffCounterpart', 'Badass', 'EvilPlan', 'ThisIsADrill', 'ShoutOut', 'ShoutOut', 'ShoutOut', 'BlasphemousBoast', 'SexySoakedShirt', 'NoSmoking', 'BigBadDuumvirate', 'PlayingBothSides', 'PopTheTires', 'TheCastShowoff', 'StuffedIntoTheFridge', 'KarmicDeath', 'AbnormalAmmo', 'RuleOfCool', 'BigBad', 'AttackBackfire', 'TitleDrop', 'LastVillainStand', 'SealedWithAKiss', 'WeaponizedCar', 'IrrevocableOrder', 'AuctionOfEvil', 'PreMortemOneLiner', 'PreMortemOneLiner', 'PreMortemOneLiner', 'PreMortemOneLiner', 'OutrunTheFireball', 'ChewingTheScenery', 'SigilSpam', 'BorrowedBiometricBypass', 'TreacheryCoverUp', 'BackseatDriver', 'TakeTheWheel', 'BilingualBonus', 'PostClimaxConfrontation', 'ShootOutTheLock', 'BondVillainStupidity', 'ItsRainingMen', 'MakeItLookLikeAnAccident', 'Irony', 'MalevolentMugshot', 'PrecisionFStrike', 'CreatorCameo', 'ShootTheHostage', 'SmokingIsCool', 'FaceDeathWithDignity', 'OminousMultipleScreens', 'LikeASonToMe', 'ShowerScene', 'CharacterTics', 'HairpinLockpick', 'CunningLinguist', 'ImperialStormtrooperMarksmanshipAcademy', 'TodayXTomorrowTheWorld', 'CoitusUninterruptus', 'MisguidedMissile', 'CastingGag', 'HeyItsThatGuy', 'ChinaTakesOverTheWorld', 'GagDub', 'TheBrute', 'RenegadeRussian', 'GoryDiscretionShot', 'JamesBondage', 'DeadlyDoctor', 'TheSixteenLandsOfDeutschland', 'MorallyAmbiguousDoctorate', 'MookLieutenant', 'TrophyWife', 'RampJump', 'ParkingGarage', 'HoistByHisOwnPetard', 'AndThisIsFor', 'NothingPersonal', 'EvilTowerOfOminousness', 'MookHorrorShow', 'SlidingScaleOfGenderInequality', 'SpyCatsuit', 'FriendlyTarget', 'ChainedHeat']",1997,"['Action', 'Romance', 'Thriller']",TomorrowNeverDies,http://dbtropes.org/resource/Film/TomorrowNeverDies
646,Once Upon a Time in the West,"['BadAssBeard', 'DeadpanSnarker', 'TrailersAlwaysSpoil', 'DyingAlone', 'NeverTrustATrailer', 'BestServedCold', 'Revenge', 'SarcasmMode', 'TheReveal', 'Leitmotif', 'SayMyName', 'ThemeMusicPowerUp', 'TurnCoat', 'TheSociopath', 'InvokedTrope', 'LeftTheBackgroundMusicOn', 'ShipTease', 'AntiHero', 'HenryFonda', 'AlasPoorVillain', 'LoveTriangle', 'RailroadIndex', 'EnnioMorriconePastiche', 'PostModernism', 'SlasherSmile', 'HairTriggerTemper', 'SpecialGuest', 'OneWomanWail', 'MailOrderBride', 'Deconstruction', 'BigBadEnsemble', 'ThoseTwoBadGuys', 'JerkWithAHeartOfJerk', 'SecretlyDying', 'FauxAffablyEvil', 'Sadist', 'KilledOffScreen', 'WidowedAtTheWedding', 'QuickDraw', 'LeavetheCameraRunning', 'DannyPearyCultMoviesList', 'MurderIsTheBestSolution', 'NotMeThisTime', 'FaceFramedInShadow', 'PoliceAreUseless', 'SugarAndIcePersonality', 'BadassBoast', 'RetiredOutlaw', 'EstablishingCharacterMoment', 'EstablishingCharacterMoment', 'AccidentalPublicConfession', 'AntiVillain', 'MortalWoundReveal', 'BeardOfEvil', 'BadassLongcoat', 'ForDoomTheBellTolls', 'CoolTrain', 'CuffsOffRubWrists', 'OnceUponATime', 'CreepyBlueEyes', 'WhamLine', 'LightIsGood', 'BlackAndGrayMorality', 'SilenceIsGolden', 'NiceGuy', 'GoodColorsEvilColors', 'PsychoForHire', 'DidNotGetTheGirl', 'RailroadBaron', 'EvilIsCool', 'Bandito', 'ThematicSeries', 'OffscreenMomentOfAwesome', 'Flashback', 'DissonantSerenity', 'WouldHurtAChild', 'Handguns', 'SoundtrackDissonance', 'DyeingForYourArt', 'EvilVersusEvil', 'HeroicBSOD', 'PreAssKickingOneLiner', 'MyNameIsInigoMontoya', 'SettlingTheFrontier', 'Typecasting', 'InvincibleHero', 'AbsoluteCleavage', 'VillainProtagonist', 'KickTheDog', 'KickTheDog', 'WhammyBid', 'RedemptionEqualsDeath', 'SceneryPorn', 'CitySlicker', 'TheGunslinger', 'Badass', 'YouKilledMyFather', 'ShoutOut', 'VehicleVanish', 'IneffectualSympatheticVillain', 'NoPlaceForMeThere', 'PetTheDog', 'MissKitty', 'NonActionBigBad', 'IHaveYouNowMyPretty', 'TheChessmaster', 'HookerWithAHeartOfGold', 'NotSoHarmlessVillain', 'FalseFlagOperation', 'DeterminedWidow', 'TeamDad', 'TheOnlyOneAllowedToDefeatYou', 'MsFanservice', 'LeaveNoWitnesses', 'NoNameGiven', 'EvenEvilHasStandards', 'EvenEvilHasStandards', 'CombatPragmatist', 'ButNowIMustGo', 'TwilightOfTheOldWest', 'SpaghettiWestern', 'SonOfAWhore', 'MusicalisInterruptus', 'AffablyEvil', 'SeanConneryIsAboutToShootYou', 'NotSoStoic', 'CharacterTics', 'JerkWithAHeartOfGold', 'BatmanGambit', 'TheDogBitesBack', 'LoveToHate', 'TheStarscream', 'PunchSpinGape', 'FalseReassurance', 'VillainyDiscretionShot', 'HandicappedBadass', 'CompletelyDifferentTitle', 'InstantDeathBullet', 'ButForMeItWasTuesday', 'BreakTheCutie', 'ShowdownAtHighNoon', 'EndOfAnAge', 'DoesntTrustThoseGuys', 'EpicMovie', 'NoYay', 'RedOniBlueOni', 'EarnYourHappyEnding', 'JackBauerInterrogationTechnique', 'MatchCut', 'BadassGrandpa', 'SignatureStyle', 'DarkIsEvil', 'ArtisticLicenseGunSafety', 'DragonInChief', 'IronicEcho', 'TheDrifter']",1969,['Western'],OnceUponATimeInTheWest,http://dbtropes.org/resource/Film/OnceUponATimeInTheWest
472,Dragonheart,"['ObviouslyEvil', 'AscendToAHigherPlaneOfExistence', 'BadAssBeard', 'YouNeedABreathMint', 'OneWingedAngel', 'YouHaveFailedMe', 'RecycledTrailerMusic', 'LadyAndKnight', 'DualWielding', 'TheDungAges', 'ConMan', 'TheRival', 'EvilAllAlong', 'ConspicuousCG', 'EvilSorcerer', 'AwardBaitSong', 'TakingTheBullet', 'DuelingDubs', 'LastOfHisKind', 'DeadpanSnarker', 'BumblingSidekick', 'CoveredInMud', 'FartsOnFire', 'SameSexTriplets', 'Synchronization', 'ChekhovsGun', 'CessationOfExistence', 'RousingSpeech', 'DiedHappilyEverAfter', 'RedemptionInTheRain', 'TalkingAnimal', 'ApologeticAttacker', 'CreatorCameo', 'TheFarmerAndTheViper', 'TheEvilPrince', 'HitMeDammit', 'TheStoic', 'WaifFu', 'RedheadInGreen', 'FedToTheBeast', 'DeathIsTheOnlyOption', 'MostWritersAreWriters', 'TheWrongfulHeirToTheThrone', 'BeefBandage', 'RedEyesTakeWarning', 'TokenRomance', 'ThrowingYourSwordAlwaysWorks', 'ThrowingYourSwordAlwaysWorks', 'ReluctantWarrior', 'NiceJobFixingItVillain', 'MentorOccupationalHazard', 'HealItWithFire', 'IsThatTheBestYouCanDo', 'AnimalNemesis', 'IShouldWriteABookAboutThis', 'BadassPrincess', 'BewareMyStingerTail', 'ActualPacifist', 'RequisiteRoyalRegalia', 'CassandraTruth', 'ImprobableAimingSkills', 'MexicanStandoff', 'DisneyDeath', 'SuspiciouslySimilarSubstitute', 'DontMakeMeDestroyYou', 'EstablishingCharacterMoment', 'TheUnpronounceable', 'LargeHam', 'LargeHam', 'TheLastThingYouEverSee', 'ColorMeBlack', 'SillyRabbitIdealismIsForKids', 'Leitmotif', 'IWasBeatenByAGirl', 'YouNoTakeCandle', 'TheChosenOne', 'ABoyAndHisX', 'RhymesOnADime', 'ShutUpKirk', 'DeceptiveDisciple', 'BloodFromTheMouth', 'VirginSacrifice', 'WalkingShirtlessScene', 'KnightInSourArmor', 'KnightInSourArmor', 'InterspeciesFriendship', 'EvilIsHammy', 'ThouShaltNotKill', 'CaliforniaDoubling', 'BeatStillMyHeart', 'TheMiddleAges', 'BrokenBird', 'ExactWords', 'BondOneLiner', 'FallenHero', 'AndNowYouMustMarryMe', 'ProducePelting', 'OverlyLongName', 'LightIsNotGood', 'Gonk', 'IdiotBall', 'DoesntTrustThoseGuys', 'CrouchingMoronHiddenBadass', 'ButtMonkey', 'TheMedic', 'HorribleJudgeOfCharacter', 'WeCanRuleTogether', 'OffingTheOffspring', 'MadeOfExplodium', 'MyDeathIsJustTheBeginning', 'SamusIsAGirl', 'HeelFaithTurn', 'DistractedByTheSexy', 'AsTheGoodBookSays', 'FanDisservice', 'HealingHands', 'HeroicBSOD', 'PromotedToLoveInterest', 'ShotInTheAss', 'SequelGap', 'StockSuperheroDayJobs', 'BadassCreed', 'PalatePropping', 'SurroundedByIdiots', 'TheDragon', 'KickTheDog', 'KickTheDog', 'RapeIsASpecialKindOfEvil', 'RedemptionEqualsDeath', 'KarmicTransformation', 'NotableOriginalMusic', 'SceneryPorn', 'YouKilledMyFather', 'HandsOnApproach', 'ActionGirl', 'HeroesWantRedheads', 'DamnedByFaintPraise', 'TheMagicGoesAway', 'IHaveYouNowMyPretty', 'BittersweetEnding', 'PlayingPossum', 'CoconutSuperpowers', 'IfIWantedXIWouldY', 'ReverseGrip', 'WeDoNotKnowEachOther', 'AttemptedRape', 'BigBad', 'BoomHEADSHOT', 'TitleDrop', 'YouAndWhatArmy', 'OfferedTheCrown', 'StarsAreSouls', 'ChessMotifs', 'ChewingTheScenery', 'GodSaveUsFromTheQueen', 'IntergenerationalFriendship', 'SoulJar', 'GroinAttack', 'ThanksForTheMammary', 'SevenDeadlySins', 'TheUnReveal', 'BadassPreacher', 'Constellations', 'FieryRedHead', 'ActuallyIAmHim', 'AbhorrentAdmirer', 'OurDragonsAreDifferent', 'IWantThemAlive', 'DoNotTauntCthulhu', 'DefrostingIceQueen', 'ADogNamedDog', 'SleepCute', 'OlderHeroVSYoungerVillain', 'SecretTestOfCharacter', 'InkSuitActor', 'ForcefulKiss', 'ChekhovsSkill', 'ChekhovsSkill', 'OldMaster', 'FateWorseThanDeath', 'FateWorseThanDeath', 'TheGenieKnowsJackNicholson', 'DangerouslyGenreSavvy', 'EmergencyTransformation', 'RaceNameBasis', 'WarriorPoet', 'GoodIsOldFashioned', 'NiceJobBreakingItHero', 'BaitTheDog', 'StarringSpecialEffects', 'BelligerentSexualTension', 'ExtyYearsFromNow', 'HereThereWereDragons', 'TagalongChronicler', 'LiterallyShatteredLives', 'HeroicResolve', 'FacialMarkings', 'AndThisIsFor', 'MonsterProtectionRacket', 'AnAxeToGrind', 'TrainingThePeacefulVillagers', 'RageAgainstTheMentor', 'ThatManIsDead', 'AnnoyingArrows', 'RandyEdelman', 'CaveBehindTheFalls', 'RoaringRampageOfRevenge']",1996,"['Action', 'Adventure', 'Fantasy']",Dragonheart,http://dbtropes.org/resource/Film/Dragonheart
54,Outbreak,"['TyphoidMary', 'TheOtherRainforest', 'SpreadingDisasterMapGraphic', 'InfantImmortality', 'InfantImmortality', 'InfantImmortality', 'TheDanza', 'OrbitalKiss', 'GeneralRipper', 'ArmiesAreEvil', 'IfIDoNotReturn', 'Irony', 'NoOntologicalInertia', 'RefugeInAudacity', 'RefugeInAudacity', 'FalseReassurance', 'InsistentTerminology', 'MisplacedWildlife', 'AMillionIsAStatistic', 'AMillionIsAStatistic', 'ItsTheOnlyWayToBeSure', 'ScareChord', 'FlatWhat', 'StunnedSilence', 'EstablishingCharacterMoment', 'HeroicSacrifice', 'TheDogBitesBack', 'LackOfEmpathy', 'PleaseDontLeaveMe', 'BeautyIsNeverTarnished', 'BeautyIsNeverTarnished', 'ObstructiveBureaucrat', 'UpToEleven', 'HopeSpot', 'PlayedForLaughs', 'ScrewTheRulesImDoingWhatsRight', 'SophisticatedAsHell', 'SadClown', 'SadClown', 'SadClown', 'MagicAntidote', 'TheDeadHaveNames', 'OrbitalShot', 'CryingWolf', 'SociopathicSoldier', 'GovernmentAgencyOfFiction', 'TooDumbToLive', 'GameOfChicken', 'GameOfChicken', 'JustFollowingOrders', 'CouldSayItBut', 'ChekhovsSkill', 'TakingYouWithMe', 'WithDueRespect', 'OhCrap', 'NoOSHACompliance', 'ArtisticLicenseBiology', 'ArtisticLicenseBiology', 'ArtisticLicenseBiology', 'ArtisticLicenseBiology', 'YourCheatingHeart', 'WorkingWithTheEx', 'PrecisionFStrike', 'PrecisionFStrike', 'EnsignNewbie', 'DivorceIsTemporary', 'FieryCoverup', 'OperationBlank', 'PuppyDogEyes', 'WronskiFeint', 'RevealingCoverUp', 'Foreshadowing', 'MoodMotif', 'MoodMotif', 'MoodMotif', 'MoodMotif', 'MoodMotif', 'FailsafeFailure', 'KillItWithFire', 'AllStarCast', 'Sting', 'GoryDiscretionShot', 'YouShallNotPass', 'TemptingFate', 'EverythingsBetterWithMonkeys', 'DramaticDrop', 'TheOner', 'DefiedTrope', 'RuleOfDrama', 'RuleOfDrama']",1995,"['Action', 'Drama', 'Thriller']",Outbreak,http://dbtropes.org/resource/Film/Outbreak
1090,Sliver,"['IKnowMortalKombat', 'PlayingAgainstType', 'ThePeepingTom', 'CreepyGood', 'RedHerring', 'MakeItLookLikeAnAccident', 'JerkassHasAPoint', 'UnratedEdition', 'EroticFilm', 'NaughtyBirdwatching', 'LiteralAssKissing', 'DidYouJustHaveSex', 'WallBangHer', 'BathtubScene', 'OminousMultipleScreens', 'ReplacementGoldfish', 'VigilanteMan', 'HeKnowsTooMuch']",1993,['Thriller'],Sliver,http://dbtropes.org/resource/Film/Sliver
